ship_mode,segment,country,city,state,postal_code,region,category,sub_category,sales,quantity,discount,profit,authenticator
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,8.544,2,0.6,-7.476,fbbd4890-5b44-4635-842b-179759b7ef47
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,12.828,2,0.7,-8.9796,ca57176b-726d-464a-bb20-0cf714e16c09
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Furniture,Chairs,598.458,3,0.3,-42.747,4632b4d2-b737-414d-b73a-f78c5b34368e
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Furniture,Furnishings,25.984,1,0.2,-3.8976,d7281a42-3ae5-4f36-84da-014587e92823
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,17.96,5,0.2,5.837,5c9b9a7c-883e-45e8-9818-6f1603640235
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,5.04,2,0.0,0.1512,5980fdfa-2a8d-47ae-be53-09dfa657a37b
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,208.16,1,0.0,56.2032,3f436cb5-e4c1-4a93-98bd-534933110ace
Second Class,Home Office,United States,Salinas,California,93905,West,Furniture,Bookcases,148.257,3,0.15,15.6978,32e9db5c-2e05-4ab7-8a81-f41c73a9e883
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Appliances,146.76,3,0.0,38.1576,51d35ad8-9445-4c09-acce-c07fa2689879
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Technology,Accessories,32.96,2,0.0,14.1728,f6b08500-b8af-4010-91fb-88b75495e2a4
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Technology,Phones,587.97,3,0.0,164.6316,95727c76-dc84-4c3f-a1d7-6f21902256ee
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,14.94,3,0.0,7.0218,24af85e8-3263-4a80-a859-bf688dc53af2
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,25.83,7,0.0,12.1401,6c64aea3-a3f3-493d-9826-24da371e78f0
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,15.552,3,0.2,5.4432,b56d8e9b-89d7-4237-8bd5-f85a111c2f57
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Supplies,6.8,1,0.2,0.51,20f950f0-782d-4f38-9adf-17937a2c6ab6
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Furniture,Furnishings,4.224,3,0.2,1.2672,e199bb72-0855-435c-95ff-ba5086f9c345
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,143.64,9,0.2,10.773,6b0c77cd-cd0c-44da-abc8-d3beb7dc1fdc
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,31.104,6,0.2,10.8864,65293d63-f9fc-4b34-b5d1-6f8077687ba7
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,223.056,9,0.2,69.705,bc565fc5-88ba-42f3-8906-08674a7d291c
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,227.46,6,0.0,65.9634,4d724b2f-260e-4c24-8fe5-ad7d82ab7d1f
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,46.24,4,0.2,15.606,f3906465-945a-44f2-84fc-1443048b03c5
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,5.22,2,0.0,2.4012,434ada9f-a407-4955-910e-233cdedc46ad
Second Class,Consumer,United States,Fremont,Nebraska,68025,Central,Office Supplies,Paper,33.9,5,0.0,15.594,cf65458b-f085-4528-a3e7-1e8df44c9743
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,28.14,3,0.0,7.8792,c6fdeefa-b882-45af-a3f7-60d3d21fa289
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Accessories,36.0,2,0.0,6.48,658b2af5-8315-4b28-a093-bcbfcabfd090
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,92.94,3,0.0,25.0938,e8bb3a70-72cd-4fd4-840e-18c9f92d1d54
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Chairs,245.646,3,0.1,8.1882,e9fd1e50-ca4f-4803-9fbc-7b19db9d530b
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,55.008,3,0.2,17.19,843aa16c-e821-4042-ab37-6b5b12d9e166
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,35.232,3,0.2,11.4504,109ae262-8187-46aa-bb58-9653c91aa15e
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,523.392,3,0.2,52.3392,ad849f91-e768-4f6d-94b0-05bc59b784c7
Second Class,Consumer,United States,Lakeland,Florida,33801,South,Technology,Copiers,479.984,2,0.2,89.997,4966e6d1-8cf8-4e3b-b287-934f7cd5c549
Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Paper,12.96,2,0.0,6.2208,46808a98-b595-462a-a72f-3f2ba0919f7b
Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Art,17.94,3,0.0,6.4584,95cd534d-0a2a-49f5-b216-5dc8dd22e7a0
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,166.72,2,0.0,41.68,43ebc0d7-4f65-43dd-8131-f11d66458290
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,24.816,3,0.2,8.3754,b1cb9363-7985-432a-8a88-c87a779eb879
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,124.36,2,0.0,27.3592,dd1673d4-a86c-4f13-ae35-b84dd5d78ea8
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,599.97,5,0.4,69.9965,35a45188-4594-43b5-a83b-8a55002b9f2e
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,198.744,4,0.3,-14.196,29aee5e8-a240-4962-b10e-9cc62967036c
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,9.184,2,0.2,1.148,765252b8-5c00-4aa6-ad6a-a4796f8ef1b2
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,9.248,2,0.2,3.3524,f198f9f2-e073-4aca-92f8-756f3b9e9905
Standard Class,Home Office,United States,Concord,California,94521,West,Furniture,Tables,99.592,1,0.2,2.4898,e7edc354-c237-4ff0-ad58-0d9cc5afb652
Standard Class,Home Office,United States,Concord,California,94521,West,Technology,Accessories,399.96,4,0.0,139.986,87e5504d-9c72-4887-935f-e47b8672c664
First Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,15.552,3,0.2,5.4432,8535a2c5-aadd-4e78-a148-8a4f4fab0cef
Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Art,14.576,2,0.2,2.3686,995f9768-db23-4ae7-85de-aa6d40a1bdd8
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,209.6,5,0.2,68.12,eb7be6b0-b81d-413f-bff1-d3a29f901ae3
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Art,23.32,2,0.0,6.0632,64b9bb0a-a957-4b56-8041-efada95a1fd6
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Paper,30.98,1,0.0,13.941,57ad5ce9-234e-4023-8da9-20bdf518890a
Same Day,Consumer,United States,Anaheim,California,92804,West,Technology,Accessories,119.96,4,0.0,25.1916,c473e04b-99d8-43c9-ba08-9c54cff77129
Same Day,Consumer,United States,Anaheim,California,92804,West,Furniture,Chairs,363.92,5,0.2,-31.843,c3d46f34-2b2f-47bf-9295-4fa938b943a5
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,35.808,3,0.2,11.19,baf130a4-722e-4d4e-999b-cf6e34234689
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,122.688,9,0.2,39.8736,3ab69f83-1935-47a2-9cb6-da940fd30068
Same Day,Consumer,United States,Anaheim,California,92804,West,Furniture,Tables,892.136,7,0.2,111.517,853f7c6f-4bf8-4acc-8688-a80d3023e099
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Storage,50.22,3,0.0,2.0088,557624bd-9d7c-4d4d-a14c-65d25938c366
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Appliances,83.42,2,0.0,24.1918,93570ca4-eeee-441f-8d4e-4711d0232334
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,5.872,2,0.2,2.1286,05fd42dd-86de-451f-88f3-cecab84eb889
Second Class,Corporate,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Binders,12.144,3,0.2,4.0986,226d88a4-20d8-440f-bf34-9b4256c73e41
Second Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Envelopes,27.792,3,0.2,10.422,df32e233-29c2-4888-b524-8e56abfb1446
Standard Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Supplies,6.208,2,0.2,0.6984,f522a79e-f27f-406f-b259-240712709eed
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Appliances,32.67,3,0.0,8.4942,a7ede1ae-db17-43e7-81fc-83824b388b61
First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Storage,1261.33,7,0.0,327.9458,62fcdbc5-a7dd-4880-a026-82b03d561782
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,38.88,6,0.0,18.6624,28eafcac-e107-4c01-a247-6e3ac0443140
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,1.964,2,0.8,-3.2406,03603b44-9062-4c26-b279-ce95eccfb46e
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,82.656,9,0.2,30.996,961fe053-6b49-4403-bda6-7a7b3757bda7
Standard Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Paper,5.98,1,0.0,2.691,7700c634-38fe-4fa6-a0d4-0fe3d45974e4
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,9.248,2,0.2,3.3524,c9247716-0e2b-43fe-8fdc-93b3bcf9a3d9
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,4.448,2,0.2,0.3336,d461edf0-7e47-4dc4-9e6b-3e70e06f9fb0
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Paper,5.184,1,0.2,1.8144,9b92d750-9b16-4744-b55c-d796d771b319
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,175.92,5,0.2,15.393,a50bb22b-b3a1-4579-a493-d1c19cf0461c
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,4.752,4,0.8,-8.316,e0e5a491-9b59-4e54-bc43-88a5c858d500
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Supplies,13.344,2,0.2,1.0008,0215b678-6512-4355-8795-dfd538669bc2
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Envelopes,54.9,5,0.0,26.901,401bd127-858a-4736-a724-f231d4e7864e
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,22.911,7,0.7,-17.5651,a5676ea0-ff57-486a-8f16-4f16463d4ce5
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Appliances,309.456,9,0.2,34.8138,1f27d746-b085-4f55-80fa-e3a7080a6224
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,19.456,4,0.2,3.4048,cbc034aa-cc84-4e56-9b48-c95ca6cdb86a
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Furniture,Tables,472.518,3,0.4,-149.6307,d99fc885-9bf5-41f0-b9b8-2b670bf8c17c
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,1012.68,3,0.2,303.804,55f0148c-279a-460f-b7e4-d22f0cad25cd
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,17.22,5,0.7,-12.628,a6017921-710d-4f68-be7d-6206101d565d
Second Class,Corporate,United States,Concord,California,94521,West,Office Supplies,Art,3.52,2,0.0,1.6896,f1fb3e83-026f-4a15-a38e-37f055649459
Second Class,Corporate,United States,Concord,California,94521,West,Technology,Phones,1626.192,9,0.2,121.9644,1519f8f8-be71-4739-8c80-31d4dffa50cf
First Class,Corporate,United States,Chester,Pennsylvania,19013,East,Office Supplies,Binders,8.595,5,0.7,-6.303,f0e3b3db-7138-4fe8-bb9f-307ef798edf8
First Class,Corporate,United States,Chester,Pennsylvania,19013,East,Office Supplies,Supplies,190.896,2,0.2,-42.9516,64742bea-d8f4-4c5b-8766-ca3185a2ae74
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,99.87,3,0.0,23.9688,ccb66097-b04c-4444-8bb3-f4e501f4bc0f
Second Class,Consumer,United States,Sparks,Nevada,89431,West,Office Supplies,Art,79.36,4,0.0,23.808,6dc5e6ac-33ef-4526-8254-154a88c991b4
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Phones,119.96,1,0.2,7.4975,b93bd9b1-5ca1-476d-92a6-bf01ee1172ae
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Paper,106.32,3,0.0,49.9704,2d36c789-1dc4-412d-adc0-93da79f47fe1
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Appliances,163.44,3,0.0,45.7632,5809a69e-f38c-4aa4-8e79-1d138d39a59d
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,42.76,2,0.0,11.1176,fe4ff80f-f7c6-426f-8e71-8475e6e04669
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Paper,51.55,5,0.0,24.2285,4edf0d24-9f43-424b-a495-544e0c4f027a
Second Class,Consumer,United States,Decatur,Illinois,62521,Central,Technology,Accessories,479.952,6,0.2,89.991,5d3ecb78-4c57-4407-a30c-83f8869fffee
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,146.688,6,0.2,55.008,f0a79cb3-4ad9-45fb-a064-56eb4e19feb8
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,276.784,2,0.2,89.9548,a07c1122-51ad-4faf-9979-33b7c09bf71e
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,25.32,5,0.2,9.1785,41eaec92-2c05-4580-9412-522b34445ebf
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,318.96,9,0.0,149.9112,bd547a71-63d2-42e9-aafb-a2e226496c26
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,212.64,6,0.0,99.9408,241fc7e3-9d26-4a5e-8cd9-66c0bac56883
Standard Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,23.472,3,0.2,8.802,662812d9-4cb0-4781-8101-750df5857c74
Second Class,Corporate,United States,Amarillo,Texas,79109,Central,Office Supplies,Paper,19.648,2,0.2,6.6312,2733870c-37d0-4aa0-81ab-2b7e490f55a7
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,6.57,3,0.7,-5.037,b3265764-85bb-48e1-ae46-4aa4508756d3
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Office Supplies,Storage,421.1,2,0.0,105.275,9547b81e-3456-48bd-a3c0-5cf4c80f8f45
Second Class,Corporate,United States,Newark,Ohio,43055,East,Furniture,Chairs,760.116,6,0.3,-43.4352,9c43c3d5-ff3f-46fe-9ae6-15a8e2ee4d50
Second Class,Corporate,United States,Newark,Ohio,43055,East,Furniture,Furnishings,38.784,3,0.2,7.272,797b9459-57d3-4b51-9257-17c25c8232b9
Second Class,Corporate,United States,Newark,Ohio,43055,East,Technology,Accessories,122.328,9,0.2,1.5291,0c02bdea-6fda-41f6-b9a4-24811100e5e8
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,25.98,2,0.0,0.7794,352a920a-3752-4ca5-9d3f-74b93f2dae24
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,3.28,2,0.0,1.476,e5be3d89-930b-42c4-9c21-35be5a26214e
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,459.88,4,0.0,13.7964,7d65871e-e9a5-427f-87a9-4c825cfa5baa
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,7.76,2,0.0,2.2504,74c85c20-cf1e-488b-a1d2-115a89df27cd
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,71.96,2,0.0,17.99,37636d1e-13d3-44ef-a5c2-2b7c8f906fb9
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,54.9,5,0.0,15.372,33318cf8-5238-4fed-bbbd-bfee3073b8c6
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,9.28,2,0.2,3.248,dbfde825-d7f2-451c-903f-5a568b614a04
First Class,Corporate,United States,Henderson,Nevada,89015,West,Furniture,Tables,1685.88,6,0.0,320.3172,1780668d-f5c8-45df-83b8-4e07a5d21a97
First Class,Corporate,United States,Henderson,Nevada,89015,West,Office Supplies,Binders,5.728,2,0.2,2.0048,58297bdb-db8e-4dde-bc44-deac6606b580
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,61.96,2,0.0,27.882,65f72a83-94e5-45e0-b7b9-322826f7dc35
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,1.344,1,0.2,0.4704,501e2831-7628-4100-88b1-939b43e47e9e
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,17.94,3,0.0,8.7906,88fcd26d-7c15-4cc4-8a8b-7101de0f2196
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,13.904,2,0.2,4.5188,702818a8-5aa2-40b6-83e0-ae82abd5e205
Standard Class,Corporate,United States,Smyrna,Tennessee,37167,South,Office Supplies,Binders,67.194,1,0.7,-51.5154,bfadfb9a-5f0d-43c2-8e26-c4bbd288b013
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,41.86,7,0.0,18.837,adf5b79e-09c2-4972-a502-4c87c36cd95d
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Bookcases,141.96,2,0.0,41.1684,72b230b6-40dd-470c-85ca-04a56464d2e0
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,10.02,3,0.0,4.4088,12794b35-c4a3-442a-afe4-a0320fd61dc0
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,144.12,3,0.0,69.1776,c416fb30-950e-425e-9429-89968470cd07
Second Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,17.94,3,0.0,8.7906,a1f7015a-5f2d-4474-adb7-075b72c78074
Second Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,13.89,3,0.0,4.5837,1daf7379-1233-49a7-8a9a-4acc11f4e15f
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,16.45,5,0.0,7.567,906d1b5a-5bef-4baf-82ac-6f70aaa0797a
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,Furnishings,19.92,4,0.0,6.5736,b4b25864-60a5-437c-ba54-cec6616fb83f
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Technology,Accessories,35.168,4,0.2,8.3524,3a2898aa-bc89-4b14-8f69-35912abd71b8
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,123.088,7,0.2,40.0036,9375a9bc-098a-4ad5-807e-1e1134fc6979
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Furniture,Tables,257.94,3,0.0,67.0644,9b605363-060b-4695-80bf-83aa0412d929
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Technology,Phones,1879.96,4,0.0,545.1884,f25caf34-d7fd-4d42-b55a-dd7b3d4dcdd2
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,27.46,2,0.0,9.8856,811264e9-41cb-4084-8ca1-ac41df73fdc3
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Technology,Phones,89.98,2,0.0,43.1904,76c3fd6f-360c-4617-93b7-9c2d09cf1985
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Furniture,Chairs,828.6,3,0.0,240.294,536be982-61f9-4ea6-abb3-34b8216d617d
Standard Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Binders,7.23,5,0.7,-5.784,07c5ba37-b372-4b32-aff4-2460c6317024
Standard Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Storage,17.44,2,0.2,1.308,61a576ff-fb4e-4159-93e1-eafbb48c9db5
Standard Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Binders,62.88,4,0.7,-50.304,40321105-5586-4c7b-991a-28d38c9e0671
Standard Class,Consumer,United States,Miami,Florida,33180,South,Furniture,Bookcases,290.352,3,0.2,-36.294,bc869d8a-67f1-4c11-bb3f-9cb99b0bf2d8
Same Day,Consumer,United States,Saint Charles,Missouri,63301,Central,Technology,Accessories,113.52,4,0.0,46.5432,ab067e66-ca88-400b-9b47-280b021dc5d3
Same Day,Consumer,United States,Saint Charles,Missouri,63301,Central,Furniture,Furnishings,135.3,5,0.0,37.884,97f68b28-72bd-4fed-96dd-cd1d8f9f3871
Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Furniture,Furnishings,111.15,5,0.0,48.906,bf58224a-2773-4af6-b6e8-5dd2a7de69a1
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,776.85,5,0.4,-181.265,3c5cb70d-e4d6-4b4d-88b6-e235b018b673
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,12.294,1,0.7,-8.6058,0cf0f853-41cc-45d9-be21-ff253d4dae1c
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Tables,154.764,3,0.4,-46.4292,c47e56d0-dd95-4766-b9eb-7468c917f66f
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,43.28,1,0.2,3.246,fe1664d5-26a4-49cc-901e-35cfc5410872
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Paper,92.94,3,0.0,41.823,31f9f797-06bc-4ead-bf3b-41fe96b45ceb
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Appliances,52.56,3,0.0,18.396,56d9bfa2-bcf6-49a1-971d-edc6de37b25a
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,971.88,3,0.2,109.3365,70c52c00-c4a0-4a0a-889e-ec1c554e926a
Standard Class,Home Office,United States,Tuscaloosa,Alabama,35401,South,Furniture,Chairs,141.96,2,0.0,35.49,292cc08e-a7fd-4bc9-9c5f-1f6cace3f4d6
Second Class,Consumer,United States,Mesa,Arizona,85204,West,Furniture,Tables,182.55,2,0.5,-135.087,83594ccb-34eb-41c4-8307-8c06cbbe60df
Standard Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,88.768,2,0.2,31.0688,68ead4c9-f9b5-470f-99e5-ef6395e92aac
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,53.088,7,0.8,-108.8304,85e2f7f0-b6f1-460b-8f82-d57235950b3d
Second Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,275.88,6,0.0,46.8996,c742159d-8f02-4887-983d-b67a81841db6
Second Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,157.9,5,0.0,74.213,389d8f66-bfa8-4a75-95da-1737d078daf6
Standard Class,Consumer,United States,Orange,New Jersey,7050,East,Office Supplies,Labels,4.91,1,0.0,2.4059,31980cc4-c372-4325-b719-a8027bb54a0d
Second Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,87.92,4,0.0,0.8792,5208442f-f5cf-48a0-a9e1-0a1b190fc0db
Second Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,5.98,1,0.0,2.9302,4db0272a-475b-4f41-b9c1-8bf608135341
Second Class,Home Office,United States,Chicago,Illinois,60623,Central,Technology,Phones,222.384,2,0.2,16.6788,cf7ae002-6a0d-4860-8f51-13ac3f641365
Second Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Fasteners,16.0,4,0.2,5.6,b1676675-407b-4ec7-98c6-4154fd481928
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Paper,21.84,3,0.0,10.92,42bc9c9f-110c-4ce7-a8d0-0bf776e9c29c
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Binders,15.6,5,0.0,7.644,608619b7-aa13-463e-bcba-bce4343e96e5
Second Class,Corporate,United States,Troy,New York,12180,East,Office Supplies,Envelopes,247.84,8,0.0,121.4416,902ce889-7e36-4f4f-a22c-beecdb170893
Second Class,Corporate,United States,Troy,New York,12180,East,Office Supplies,Binders,9.912,3,0.2,3.3453,4dfb9e7a-db98-484e-818b-c722d137c098
First Class,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,69.52,2,0.0,17.38,7071692a-10f1-41f0-80ad-e19807864f91
Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,11.52,4,0.0,3.2256,53c22fa0-e440-447d-8b5e-bcaced152fef
Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,717.72,3,0.2,71.772,29973364-ebdc-4dd4-baea-a6c529b32335
Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,236.5,10,0.0,68.585,46fd6d10-94d4-4a19-b5a1-730688160a21
Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Tables,170.352,3,0.2,19.1646,1f1a540b-bc92-4491-ab5b-53223329fbf0
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,145.764,2,0.1,3.2392,e2ca65fa-e8d0-403d-b0d0-eee0363782db
Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,107.97,3,0.0,22.6737,411003ed-8535-42c3-8597-27e4dbeeb1a4
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Accessories,143.96,5,0.2,1.7995,bc36cb98-588d-4411-b427-504ef4e7599c
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Copiers,2399.96,5,0.2,569.9905,6c35726e-d9d8-4bcf-922d-657bf412680c
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,74.352,3,0.2,23.235,d04352f7-abd4-41ab-8d9a-db5943fa776e
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,87.168,8,0.8,-226.6368,54430669-e7a3-4391-bfdf-4b0646df13d7
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Storage,32.232,3,0.2,2.4174,6cc47250-0840-4fe8-b846-7d713fd343ad
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,2.202,2,0.7,-1.5414,23f28bac-d862-4b3a-836f-28a81d37c411
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,9.396,3,0.7,-7.5168,ab58a19f-ad03-4e22-b1b3-e5cabfeec5d7
